node	Loc	RTK70R
HM572409	East Africa	sensitive
node_3180	Horn of Africa	sensitive
node_3234	Horn of Africa	sensitive
node_3235	East Africa	sensitive
AY255825	Europe	sensitive
KU319550	Horn of Africa	sensitive
AB285757	Horn of Africa	sensitive
node_3239	Horn of Africa	sensitive
node_3253	East Africa	sensitive
node_3254	Europe	sensitive
AY165216	Europe	sensitive
HE588164	West Africa	sensitive
EU251721	East Africa	sensitive
node_3264	East Africa	sensitive
node_3274	Europe	sensitive
node_3296	Europe	sensitive
node_3296	Horn of Africa	
MF373137	Europe	sensitive
AM260247	East Africa	sensitive
AB285814	Horn of Africa	sensitive
node_3307	Europe	sensitive
FJ591268	South America	sensitive
node_3391	South America	resistant
node_3420	South America	resistant
node_3420		sensitive
node_3421	South America	sensitive
KU749393	South America	sensitive
node_3424	South America	sensitive
KT427674	South America	sensitive
node_3428	South America	sensitive
FJ591238	South America	sensitive
GQ401324	South America	sensitive
node_3436	South America	sensitive
node_3438	South America	sensitive
node_3446	South America	sensitive
node_3447	Europe	sensitive
FJ591214	South America	sensitive
node_3451	South America	sensitive
JN692434	South America	sensitive
node_3455	South America	sensitive
node_3458	South America	sensitive
node_3460	South America	sensitive
FJ591731	South America	sensitive
EF379154	South America	sensitive
FJ591440	South America	resistant
FJ591563	South America	resistant
node_3477	South America	sensitive
node_3479	South America	sensitive
DQ343999	South America	sensitive
node_3481	South America	sensitive
node_3488	South America	sensitive
node_3537	South America	sensitive
FJ591260	South America	sensitive
node_3548	South America	sensitive
HM534043	South America	sensitive
FJ591306	South America	sensitive
node_3554	South America	sensitive
FJ784207	South America	sensitive
FJ784199	South America	sensitive
EF379206	South America	sensitive
node_3569	South America	sensitive
node_3582	South America	sensitive
GQ400288	Europe	sensitive
GQ400527	Europe	sensitive
node_336	Asia	sensitive
node_339	Asia	sensitive
node_343	Asia	sensitive
node_345	Asia	sensitive
node_481	Asia	sensitive
node_483	Asia	sensitive
EU110061	Asia	sensitive
node_487	Asia	sensitive
DQ826602	Asia	sensitive
EF186950	Asia	sensitive
node_516	Asia	sensitive
node_527	Asia	sensitive
node_530	Asia	sensitive
node_532	Asia	sensitive
AF067154	Asia	sensitive
node_535	Asia	sensitive
EU744912	Asia	sensitive
node_537	Asia	sensitive
KX069219	Asia	sensitive
node_541	Asia	sensitive
DQ826631	Asia	sensitive
node_545	Asia	sensitive
node_553	Asia	sensitive
node_556	Asia	sensitive
node_563	Asia	sensitive
node_565	Asia	sensitive
EU158873	Asia	sensitive
node_570	Asia	sensitive
EU110057	Asia	sensitive
node_575	Asia	sensitive
node_786	Horn of Africa	sensitive
node_787	Horn of Africa	sensitive
KM050717	Central Africa	sensitive
node_789	Southern Africa ex SA	sensitive
MF373135	Europe	sensitive
HM119921	Central Africa	sensitive
GQ400646	Europe	sensitive
node_795	Horn of Africa	sensitive
AB285823	Horn of Africa	sensitive
node_799	Europe	sensitive
HM119794	Central Africa	sensitive
HM119994	Central Africa	sensitive
node_819	Horn of Africa	sensitive
node_828	Horn of Africa	sensitive
KU319533	Horn of Africa	sensitive
AB285838	Horn of Africa	sensitive
AB285818	Horn of Africa	sensitive
node_848	Horn of Africa	sensitive
AY359513	Europe	sensitive
node_852	Horn of Africa	sensitive
AY242582	Horn of Africa	sensitive
AB285760	Horn of Africa	sensitive
DQ164121	South Africa	sensitive
node_861	Horn of Africa	sensitive
node_864	Europe	sensitive
node_864	Horn of Africa	
node_867	Horn of Africa	sensitive
AB285783	Horn of Africa	sensitive
MF373156	Europe	sensitive
node_949	Central Africa	sensitive
HM119824	Central Africa	sensitive
node_960	Central Africa	sensitive
node_978	Central Africa	sensitive
GU199562	Southern Africa ex SA	sensitive
node_1014	Central Africa	sensitive
node_1081	Central Africa	sensitive
node_1083	Central Africa	sensitive
node_1092	Central Africa	sensitive
node_1097	Central Africa	sensitive
HM119760	Central Africa	sensitive
node_1110	Central Africa	sensitive
HE588160	West Africa	sensitive
GQ400431	Europe	sensitive
KM050238	Central Africa	sensitive
node_1117	Central Africa	sensitive
EF602224	South Africa	sensitive
node_1126	Central Africa	sensitive
EF602611	Southern Africa ex SA	sensitive
node_1132	Central Africa	sensitive
node_1132	East Africa	
node_1132	Southern Africa ex SA	
node_1132	West Africa	
GU253428	South Africa	sensitive
node_1139	Central Africa	sensitive
KM050596	Central Africa	sensitive
node_1150	Central Africa	sensitive
HM119606	Central Africa	sensitive
HM119628	Central Africa	sensitive
FJ496186	Central Africa	sensitive
FJ496189	Central Africa	sensitive
KM050672	Central Africa	sensitive
node_1162	Central Africa	sensitive
AF443096	Southern Africa ex SA	sensitive
GQ433819	Central Africa	sensitive
HM120042	Central Africa	sensitive
node_1218	Central Africa	sensitive
node_1229	Central Africa	sensitive
node_1299	Central Africa	sensitive
node_1304	Central Africa	sensitive
node_1310	Central Africa	sensitive
HQ843636	West Africa	resistant
DQ013277	West Africa	sensitive
AY829285	Southern Africa ex SA	sensitive
node_1330	Southern Africa ex SA	sensitive
DQ093595	South Africa	sensitive
node_1333	South Africa	sensitive
node_1385	Central Africa	sensitive
node_1390	Central Africa	sensitive
EF602604	Southern Africa ex SA	sensitive
node_1472	Central Africa	sensitive
node_1492	South Africa	sensitive
node_1501	South Africa	sensitive
AY713413	Southern Africa ex SA	sensitive
node_1510	South Africa	sensitive
AY136999	South Africa	sensitive
node_1513	South Africa	sensitive
node_1550	Central Africa	sensitive
node_1551	Central Africa	sensitive
AF110976	Southern Africa ex SA	sensitive
AF110977	Southern Africa ex SA	sensitive
AY829322	Southern Africa ex SA	sensitive
node_1647	Southern Africa ex SA	sensitive
DQ093604	South Africa	sensitive
FR666613	Central Africa	sensitive
DQ826627	Asia	sensitive
DQ826640	Asia	sensitive
AY756869	Southern Africa ex SA	sensitive
HM119987	Central Africa	sensitive
node_1730	Central Africa	sensitive
node_1731	Central Africa	sensitive
node_1734	Central Africa	sensitive
node_1735	Central Africa	sensitive
HM120028	Central Africa	sensitive
EF602231	South Africa	sensitive
KM050388	Central Africa	sensitive
node_1743	South Africa	sensitive
HM119678	Central Africa	sensitive
HM119758	Central Africa	sensitive
GQ399228	Europe	sensitive
node_2154	Central Africa	sensitive
HM119969	Central Africa	sensitive
node_2158	Central Africa	sensitive
KM050009	Central Africa	sensitive
node_2160	Central Africa	sensitive
node_2396	Southern Africa ex SA	sensitive
node_2408	South Africa	sensitive
node_2408	Southern Africa ex SA	
DQ011180	South Africa	sensitive
node_2413	South Africa	sensitive
node_2413	Southern Africa ex SA	
DQ369996	South Africa	sensitive
node_2417	Southern Africa ex SA	sensitive
KX228820	Europe	sensitive
EU884500	Europe	sensitive
EU152451	South Africa	sensitive
node_2440	South Africa	sensitive
node_2443	Central Africa	sensitive
node_2444	Central Africa	sensitive
EU152453	South Africa	sensitive
node_2454	South Africa	sensitive
node_2467	South Africa	sensitive
node_2469	South Africa	sensitive
node_2493	South Africa	sensitive
node_2494	South Africa	sensitive
node_2572	South Africa	sensitive
node_2574	South Africa	sensitive
node_2583	South Africa	sensitive
node_2584	South Africa	sensitive
node_2603	South Africa	sensitive
node_2618	South Africa	sensitive
AY196514	South Africa	sensitive
node_2627	South Africa	sensitive
node_2635	South Africa	sensitive
node_2638	South Africa	sensitive
DQ396394	South Africa	sensitive
node_2641	South Africa	sensitive
DQ396378	South Africa	sensitive
FJ199751	South Africa	sensitive
GU253401	South Africa	sensitive
DQ351233	South Africa	sensitive
AY136968	South Africa	sensitive
DQ396376	South Africa	sensitive
HM119682	Central Africa	sensitive
GQ433849	Central Africa	sensitive
HM119892	Central Africa	sensitive
EU251826	East Africa	sensitive
node_2698	Southern Africa ex SA	sensitive
node_2700	Southern Africa ex SA	sensitive
KM050448	Central Africa	sensitive
KM050447	Central Africa	sensitive
node_2743	South Africa	sensitive
node_2753	South Africa	sensitive
GQ999977	South Africa	sensitive
node_2877	South Africa	sensitive
node_2913	South Africa	sensitive
node_2927	South Africa	sensitive
FJ199707	South Africa	sensitive
AY878072	South Africa	sensitive
AM260263	East Africa	sensitive
node_3013	West Africa	sensitive
node_3028	East Africa	sensitive
node_3033	East Africa	sensitive
EU248393	Europe	sensitive
AM260268	East Africa	sensitive
node_3045	East Africa	sensitive
node_3047	East Africa	sensitive
node_3063	East Africa	sensitive
node_3064	East Africa	sensitive
EU251749	East Africa	sensitive
node_3071	East Africa	sensitive
HM572399	East Africa	sensitive
node_3074	East Africa	sensitive
GQ409622	East Africa	sensitive
node_3079	East Africa	sensitive
node_3081	East Africa	sensitive
node_3084	East Africa	sensitive
AB285778	Horn of Africa	sensitive
node_3124	Horn of Africa	sensitive
DQ112999	Central America	sensitive
node_3138	Central America	sensitive
node_3163	Horn of Africa	sensitive
node_3179	Horn of Africa	sensitive
GQ400980	Europe	sensitive
node_3233	Horn of Africa	sensitive
AM260308	East Africa	sensitive
AM260286	East Africa	sensitive
AY255823	Europe	sensitive
AB285777	Horn of Africa	sensitive
node_3249	East Africa	sensitive
node_3252	East Africa	sensitive
node_3252	Horn of Africa	
GQ400599	Europe	sensitive
GQ400924	Europe	sensitive
AF447844	East Africa	sensitive
node_3263	East Africa	sensitive
node_3270	Europe	sensitive
node_3273	Europe	sensitive
GU969538	Europe	sensitive
node_3295	Horn of Africa	sensitive
node_3303	Europe	sensitive
node_3306	Europe	sensitive
FJ591423	South America	sensitive
FJ591188	South America	resistant
node_3418	South America	resistant
node_3418		sensitive
node_3419	South America	resistant
node_3419		sensitive
FJ591195	South America	sensitive
DQ190951	South America	sensitive
FJ030696	Europe	sensitive
AY390190	South America	sensitive
AY213542	South America	sensitive
DQ518536	South America	sensitive
EU340709	South America	sensitive
GQ401302	South America	sensitive
GQ401300	South America	sensitive
node_3437	South America	sensitive
FJ591217	South America	sensitive
FJ591560	South America	sensitive
GU969543	Europe	sensitive
GU969571	Europe	sensitive
FJ591574	South America	resistant
node_3450	South America	sensitive
GQ401299	South America	sensitive
GQ401308	South America	sensitive
HQ127550	South America	sensitive
FJ591402	South America	resistant
FJ591441	South America	resistant
node_3459	South America	sensitive
node_3475	South America	sensitive
node_3476	South America	sensitive
node_3478	South America	sensitive
FJ591899	South America	sensitive
DQ344001	South America	sensitive
GQ401326	South America	sensitive
FJ481654	Europe	sensitive
HM534020	South America	sensitive
node_3498	South America	sensitive
node_3536	South America	sensitive
EF379178	South America	sensitive
node_3547	South America	sensitive
HQ127515	South America	sensitive
EF379198	South America	sensitive
node_3564	South America	sensitive
node_3568	South America	resistant
node_3568		sensitive
node_3577	South America	sensitive
node_3581	South America	sensitive
node_325	Asia	sensitive
node_335	Asia	sensitive
FJ878946	Asia	sensitive
node_338	Asia	sensitive
node_341	Asia	sensitive
node_342	Asia	sensitive
DQ826628	Asia	sensitive
node_344	Asia	sensitive
node_480	Asia	sensitive
DQ826596	Asia	sensitive
KM050688	Central Africa	sensitive
node_482	Asia	sensitive
FJ878964	Asia	sensitive
DQ826600	Asia	sensitive
node_514	Asia	sensitive
node_515	Asia	sensitive
AY787532	Asia	sensitive
node_526	Asia	sensitive
EU683756	Asia	sensitive
node_529	Europe	sensitive
FJ878952	Asia	sensitive
node_531	Asia	sensitive
DQ826601	Asia	sensitive
EU030415	Asia	sensitive
DQ826616	Asia	sensitive
EF186951	Asia	sensitive
KX069223	Asia	sensitive
EU110069	Asia	sensitive
EU683775	Asia	sensitive
node_544	Asia	sensitive
node_550	Asia	sensitive
node_552	Asia	sensitive
node_554	Asia	sensitive
node_555	Asia	sensitive
node_560	Asia	sensitive
node_562	Asia	sensitive
DQ826603	Asia	sensitive
node_564	Asia	sensitive
EU158885	Asia	sensitive
EU158886	Asia	sensitive
KX069228	Asia	sensitive
node_574	Asia	sensitive
AB285759	Horn of Africa	sensitive
AB285799	Horn of Africa	sensitive
GU326187	Europe	sensitive
AY242598	Horn of Africa	sensitive
AY756865	Southern Africa ex SA	sensitive
GU199563	Southern Africa ex SA	sensitive
AB285796	Horn of Africa	sensitive
AB285819	Horn of Africa	sensitive
AY694340	Europe	sensitive
node_798	Europe	sensitive
GU906870	Europe	sensitive
node_818	Horn of Africa	sensitive
node_820	Horn of Africa	sensitive
node_827	Horn of Africa	sensitive
node_846	Horn of Africa	sensitive
node_847	Europe	sensitive
node_850	Europe	sensitive
node_851	Horn of Africa	sensitive
AY137000	South Africa	sensitive
node_860	Horn of Africa	sensitive
AY165257	Europe	sensitive
GQ400909	Europe	sensitive
AB285763	Horn of Africa	sensitive
node_866	Horn of Africa	sensitive
node_891	Central Africa	sensitive
node_948	Central Africa	sensitive
KM050055	Central Africa	sensitive
node_959	Europe	sensitive
node_974	Central Africa	sensitive
node_977	Central Africa	sensitive
node_982	Southern Africa ex SA	sensitive
node_1013	Central Africa	sensitive
node_1030	Central Africa	sensitive
node_1080	Central Africa	sensitive
FJ496198	Central Africa	sensitive
node_1082	Central Africa	sensitive
node_1090	Central Africa	sensitive
node_1091	South Africa	sensitive
node_1093	Central Africa	sensitive
node_1096	Central Africa	sensitive
node_1101	Central Africa	sensitive
node_1109	Central Africa	sensitive
AF443086	Southern Africa ex SA	sensitive
node_1116	Central Africa	sensitive
KM050126	Central Africa	sensitive
GQ427138	Central Africa	sensitive
KX389612	West Africa	sensitive
KX907422	East Africa	sensitive
node_1134	South Africa	sensitive
node_1138	Central Africa	sensitive
KM050669	Central Africa	sensitive
node_1149	Central Africa	sensitive
HM119798	Central Africa	sensitive
node_1161	Central Africa	sensitive
KM050416	Central Africa	sensitive
HM119902	Central Africa	sensitive
HM119864	Central Africa	sensitive
node_1228	Central Africa	sensitive
KM050601	Central Africa	sensitive
node_1298	Central Africa	sensitive
node_1302	Central Africa	sensitive
node_1303	Central Africa	sensitive
node_1308	Central Africa	sensitive
node_1309	Central Africa	sensitive
KY658710	Southern Africa ex SA	sensitive
AF110972	Southern Africa ex SA	sensitive
AY463232	South Africa	sensitive
node_1332	South Africa	sensitive
GU199567	Southern Africa ex SA	sensitive
node_1384	Central Africa	sensitive
node_1386	Central Africa	sensitive
node_1386	Southern Africa ex SA	
node_1389	Central Africa	sensitive
HM120031	Central Africa	sensitive
node_1471	Central Africa	sensitive
node_1484	South Africa	sensitive
node_1491	South Africa	sensitive
node_1496	South Africa	sensitive
node_1500	Europe	sensitive
node_1500	South Africa	
node_1508	South Africa	sensitive
node_1509	South Africa	sensitive
GU199568	Southern Africa ex SA	sensitive
AY589875	South Africa	resistant
node_1547	Central Africa	sensitive
node_1549	South Africa	sensitive
HM120049	Central Africa	sensitive
EU244654	South Africa	sensitive
AF443102	Southern Africa ex SA	sensitive
AY829295	Southern Africa ex SA	sensitive
node_1724	Central Africa	sensitive
node_1729	Central Africa	sensitive
HM119946	Central Africa	sensitive
HM120115	Central Africa	sensitive
KM050071	Central Africa	sensitive
AY756876	Southern Africa ex SA	sensitive
HM120144	Central Africa	sensitive
HM119708	Central Africa	sensitive
FJ199755	South Africa	sensitive
DQ445637	South Africa	sensitive
KM050684	Central Africa	sensitive
HM119736	Central Africa	sensitive
KM050755	Central Africa	sensitive
HM120004	Central Africa	sensitive
MF373169	Europe	sensitive
HM119899	Central Africa	sensitive
